cosine_sim;;;;;
Right_answer;Answer;Evaluation;Category;head_word;cosine_similarity
many;Remind;;;remind;0.115655221045017
many;Repeated;;;repeated;0.243582785129547
many;Resfusing an idea;;;resfusing;
many;Ring the bell;;;ring;0.0433960556983948
many;Robot;;;robot;-0.0325431488454342
many;SING;;;sing;0.0293778348714113
many;SIlly;;;silly;0.042586974799633
many;Seen something;;;seen;0.173281773924828
many;Silly kid sound;;;sound;-0.018830593675375
many;Sing;;;sing;0.0293778348714113
many;Singing;;;singing;0.0151833463460207
many;Singing, strings;;;singing;0.0151833463460207
many;Song;;;song;-0.00643186084926128
many;Strange language;;;language;0.0840415433049202
many;TALK;;;talk;0.0149906659498811
many;Talk;;;talk;0.0149906659498811
many;Talk too much;;;talk;0.0149906659498811
many;Talking;;;talking;0.0183708183467388
many;Telephone ringing;;;ringing;0.0396798737347126
many;Tip toe;;;toe;-0.00875259004533291
many;Tip top;;;top;0.0444597937166691
many;Tipo;;;tipo;-0.0205082539469004
many;Tipo tipo tipo;;;tipo;-0.0205082539469004
many;Trotting;;;trotting;-0.0213441979140043
many;Typing;;;typing;0.0317098051309586
many;Typo;;;typo;-0.0118521377444267
many;Typping;;;typping;
many;Very busy;;;busy;0.129022717475891
many;Vocalising;;;vocalising;0.0885196253657341
many;Vocalization;;;vocalization;0.0598411932587624
many;Wait;;;wait;-0.00512731680646539
many;Walking;;;walking;-0.00342351337894797
many;Warning;;;warning;0.0175501480698586
many;Warning sign;;;sign;-0.0496518723666668
many;Water dropping;;;dropping;-0.0453434213995934
many;Whatever;;;whatever;0.154114305973053
many;Women’s  pooo;;;women;0.153591349720955
many;Women’s pado pado;;;women;0.153591349720955
many;Women’s tipo tipo;;;women;0.153591349720955
many;a beep;;;beep;-0.0149394422769547
many;adult talking child;;;talking;0.0183708183467388
many;adults talking child;;;adults;0.117808140814304
many;after awhile;;;after;0.0805941671133041
many;agreeing;;;agreeing;-0.107505097985268
many;alarm;;;alarm;0.0077642179094255
many;alert sounds from slightly underwater;;;underwater;-0.00422030128538609
many;alien;;;alien;0.0341438166797161
many;alien comunication;;;comunication;
many;amusement;;;amusement;0.0260386243462563
many;amusing noises to pass the time;;;time;0.161479070782661
many;animal sound;;;sound;-0.018830593675375
many;annoying;;;annoying;0.0720609948039055
many;annoying person;;;person;0.000870548537932336
many;anxiousness;;;anxiousness;0.0371450334787369
many;as you say;;;say;0.114957936108112
many;attention;;;attention;0.125048339366913
many;attention please;;;attention;0.125048339366913
many;baby;;;baby;0.0205516144633293
many;baby sound;;;sound;-0.018830593675375
many;baby words;;;words;0.121278695762157
many;badabadabado;;;badabadabado;
many;badop dadop badop;;;dadop;
many;badup badup badup;;;badup;
many;ball;;;ball;0.012909927405417
many;ball bouncing;;;bouncing;-0.00619119731709361
many;ball hitting ground;;;ball;0.012909927405417
many;bao bao bao bao bao;;;bao;0.00621627829968929
many;base;;;base;0.00696173449978232
many;beat;;;beat;-0.0594762079417706
many;beatboxing;;;beatboxing;-0.0947502627968788
many;bedo bedo bedo;;;bedo;-0.0702638328075409
many;being playful;;;being;0.166073679924011
many;bell;;;bell;0.0016955224564299
many;biddup biddup biddup;;;biddup;
many;bidop bidop bidop;;;bidop;
many;bird;;;bird;0.0452954806387425
many;bird chirps;;;chirps;0.00808925274759531
many;blah blah;;;blah;-0.0581895969808102
many;blah blah blah;;;blah;-0.0581895969808102
many;boing;;;boing;-0.043004497885704
many;boing-boing;;;boing;-0.043004497885704
many;bong bong bong;;;bong;0.00929916184395552
many;bong or bounce;;;bong;0.00929916184395552
many;bored;;;bored;0.00311735854484141
many;bored person;;;person;0.000870548537932336
many;boredom;;;boredom;0.012377904728055
many;boring;;;boring;0.0195020046085119
many;bothering;;;bothering;0.0228637512773275
many;bounce;;;bounce;0.000267007562797517
many;bouncing;;;bouncing;-0.00619119731709361
many;bouncing ball;;;ball;0.012909927405417
many;bouncing ping-pong;;;pong;0.0294013489037752
many;bouncy ball;;;ball;0.012909927405417
many;bring it here;;;bring;0.052080076187849
many;bubble with mouth;;;bubble;-0.0162377338856459
many;budum budum;;;budum;
many;building excitement;;;excitement;0.0422809906303883
many;buzzing;;;buzzing;0.0510669387876987
many;call;;;call;0.0202707592397928
many;calling;;;calling;0.0327115058898926
many;calling somebody out;;;calling;0.0327115058898926
many;calm down;;;calm;-0.0386476926505566
many;can you hear;;;hear;0.0610178522765636
many;car horn;;;horn;0.0383440479636192
many;child;;;child;-0.0195865668356419
many;child noise;;;noise;0.021098455414176
many;child singing;;;singing;0.0151833463460207
many;chinese;;;chinese;0.0323398113250732
many;climbing;;;climbing;-0.0148464879021049
many;come;;;come;0.201514273881912
many;come here;;;come;0.201514273881912
many;come over here;;;come;0.201514273881912
many;comedy music;;;music;0.00763306580483913
many;cooing;;;cooing;0.0169950108975172
many;cricket;;;cricket;-9.29779562284239E-05
many;croon;;;croon;-0.0485158711671829
many;dance;;;dance;0.0341590642929077
many;dancing moves;;;dancing;0.0080932630226016
many;dee-bot;;;dee;0.0611105114221573
many;deep deep deep;;;deep;0.0951273441314697
many;deeple deeple deeple;;;deeple;
many;depot;;;depot;0.00672512268647552
many;descending jazz beat;;;descending;-0.0830122977495194
many;do it;;;do;0.214226469397545
many;don't know;;;know;0.227109715342522
many;dont know;;;know;0.227109715342522
many;dripping;;;dripping;-0.0360389202833176
many;drumming;;;drumming;-0.00268769380636513
many;drums;;;drums;-0.000656175019685179
many;emphasis;;;emphasis;0.0689978450536728
many;entertainment;;;entertainment;-0.0180541854351759
many;enunciating;;;enunciating;0.0200538113713264
many;etc etc;;;etc;0.253308951854706
many;excited;;;excited;-0.00313628790900111
many;excuse;;;excuse;-0.0595452561974525
many;falling;;;falling;-0.0460981540381908
many;faster;;;faster;0.125070348381996
many;female adult;;;adult;0.0371838249266148
many;female voice;;;voice;0.0429049208760262
many;fire truck;;;truck;0.00959109421819449
many;flying away;;;flying;0.0395322740077972
many;frivolous;;;frivolous;0.02647122181952
many;gibberish;;;gibberish;-0.0559937134385109
many;gibo;;;gibo;
many;give me attention;;;give;0.0186913385987282
many;go go go;;;go;0.0159455798566341
many;gong;;;gong;-0.0140275917947292
many;goofiness;;;goofiness;-0.010313312523067
many;greeting, signage;;;signage;0.0428716838359833
many;group;;;group;0.0855045840144157
many;guitar;;;guitar;-0.0118511645123363
many;guitar imitation;;;imitation;-0.00547330174595118
many;guitar string;;;string;0.149495854973793
many;happiness;;;happiness;-0.00890293531119824
many;happy;;;happy;0.00680919643491507
many;happy walking;;;walking;-0.00342351337894797
many;hey you;;;hey;0.0448299497365952
many;honk honk honk (like a trumpet);;;like;0.245522081851959
many;honking;;;honking;0.0567206218838692
many;honking or hitting;;;honking;0.0567206218838692
many;horn;;;horn;0.0383440479636192
many;horse;;;horse;-0.0165435131639242
many;hum;;;hum;-0.00706437835469842
many;human mimicking alert sounds;;;mimicking;0.0324203073978424
many;humming;;;humming;-0.0173918828368187
many;humming with boredom;;;humming;-0.0173918828368187
many;hurry;;;hurry;0.00921243708580732
many;hurry hurry;;;hurry;0.00921243708580732
many;hurry up;;;hurry;0.00921243708580732
many;hurry, get it;;;get;0.101940721273422
many;i don't know;;;know;0.227109715342522
many;i dont know;;;know;0.227109715342522
many;i see;;;see;0.11385589838028
many;i understand;;;understand;0.136871322989464
many;idk;;;idk;0.0375093705952168
many;idly passing time;;;passing;0.0781955346465111
many;imitating a song;;;imitating;0.0145547380670905
many;impatience;;;impatience;0.0393559411168098
many;indicating excitedly;;;indicating;-0.0484052821993828
many;instrument;;;instrument;-0.060383390635252
many;instrument playing;;;playing;0.00326221552677453
many;jogging;;;jogging;-0.0272393375635147
many;joke;;;joke;-0.0510033071041107
many;jump;;;jump;-0.0381547138094902
many;jumping;;;jumping;-0.0284143723547459
many;knocking;;;knocking;0.0234741978347302
many;learning;;;learning;0.0535844936966896
many;let's get going;;;let;0.0279468428343534
many;little ball bouncing;;;ball;0.012909927405417
many;look over there;;;look;0.0825779512524605
many;man, humming;;;man;0.0149805955588818
many;melody;;;melody;-0.0230805166065693
many;message;;;message;0.00601828703656793
many;mic test;;;test;0.025213573127985
many;milling, repeating same word;;;word;0.0171454213559628
many;moving along;;;moving;-0.0234183818101883
many;moving on;;;moving;-0.0234183818101883
many;mumble;;;mumble;-0.0325321815907955
many;mumbling;;;mumbling;-0.0370386727154255
many;muppet sound;;;sound;-0.018830593675375
many;music;;;music;0.00763306580483913
many;music instrument;;;instrument;-0.060383390635252
many;music play;;;play;0.0122344875708222
many;musical note;;;note;0.0185518711805344
many;musical sounds;;;sounds;0.0305467080324888
many;object dropping;;;dropping;-0.0453434213995934
many;office;;;office;0.0266058035194874
many;ok ok;;;ok;-0.0502834357321262
many;ok understood;;;understood;0.0665341913700104
many;okay;;;okay;-0.0451378598809242
many;padapadappadap;;;padapadappadap;
many;padoh padoh padoh;;;padoh;
many;pah pah;;;pah;0.02084019780159
many;paro paro paro;;;paro;0.0149364769458771
many;paroparoparo;;;paroparoparo;
many;parrot;;;parrot;0.0168549977242947
many;parup parup parup;;;parup;
many;passing time;;;passing;0.0781955346465111
many;pedon;;;pedon;-0.0728408247232437
many;pedop pedop pedop;;;pedop;
many;pedoppedoppedop;;;pedoppedoppedop;
many;people;;;people;0.346663922071457
many;peoplepeoplepeople;;;peoplepeoplepeople;
many;pero pero pero;;;pero;0.0652848556637764
many;pero, pero, pero;;;pero;0.0652848556637764
many;pero...pero....pero;;;pero;0.0652848556637764
many;peru peru peru;;;peru;-0.00559328310191631
many;phone ringing;;;ringing;0.0396798737347126
many;piano;;;piano;-0.00325487134978175
many;ping pong;;;pong;0.0294013489037752
many;pingpong;;;pingpong;
many;play;;;play;0.0122344875708222
many;playful;;;playful;0.0022973190061748
many;playing;;;playing;0.00326221552677453
many;playing an instrument;;;playing;0.00326221552677453
many;playing guiater;;;playing;0.00326221552677453
many;playing instrument;;;playing;0.00326221552677453
many;playing xylophone;;;playing;0.00326221552677453
many;plunking string;;;plunking;-0.0789436101913452
many;pom pom pom pom pom;;;pom;-0.00213622488081455
many;pon pon pon;;;pon;0.00133690482471138
many;pong;;;pong;0.0294013489037752
many;pong pong;;;pong;0.0294013489037752
many;pong pong pong;;;pong;0.0294013489037752
many;pong pong pong pong pong;;;pong;0.0294013489037752
many;pong pong pong pong pongggg;;;pongggg;
many;ponging;;;ponging;
many;pongpongpong;;;pongpongpong;
many;pongpongpongpong;;;pongpongpongpong;
many;pongpongpongpongpong;;;pongpongpongpongpong;
many;pow pow pow;;;pow;0.00300794513896108
many;pow pow pow pow pow;;;pow;0.00300794513896108
many;powmpowmpowm;;;powmpowmpowm;
many;pr pr pr;;;pr;-0.032892432063818
many;practice;;;practice;0.0510579645633698
many;pro pro pro;;;pro;0.0587748475372791
many;problem;;;problem;0.133207395672798
many;pruprupru;;;pruprupru;
many;put down;;;put;-0.0137452287599444
many;rain;;;rain;-3.28815508510161E-06
many;rain drop;;;drop;-0.0335956700146198
many;random;;;random;0.0344013646245003
many;random tune;;;tune;-0.0466386638581753
many;rebound;;;rebound;-0.00654914509505034
many;relax;;;relax;-0.0103760464116931
many;repeat;;;repeat;0.0840056985616684
many;repeting;;;repeting;
many;repetition;;;repetition;0.105561442673206
many;rhythimic badop;;;badop;
many;rhythmic sound;;;sound;-0.018830593675375
many;right, right;;;right;-0.0130916517227888
many;ringing;;;ringing;0.0396798737347126
many;robot;;;robot;-0.0325431488454342
many;roll out;;;roll;0.0123368501663208
many;rooftop;;;rooftop;0.00342820608057082
many;running;;;running;0.0339100249111652
many;rushing someone;;;rushing;0.0472525283694267
many;rythm;;;rythm;
many;sharp;;;sharp;-0.00175622431561351
many;showing something;;;showing;0.00281827338039875
many;sing;;;sing;0.0293778348714113
many;singing;;;singing;0.0151833463460207
many;singing distracted;;;singing;0.0151833463460207
many;singing woman;;;singing;0.0151833463460207
many;slowing;;;slowing;-0.0297815687954426
many;smacking;;;smacking;-0.101163133978844
many;small rubber ball;;;ball;0.012909927405417
many;someone knocking;;;someone;0.104532063007355
many;something falling;;;falling;-0.0460981540381908
many;song;;;song;-0.00643186084926128
many;sorry;;;sorry;0.0711493343114853
many;sounds;;;sounds;0.0305467080324888
many;spanish person;;;person;0.000870548537932336
many;speaking;;;speaking;-0.0164128392934799
many;splashing water;;;splashing;-0.018196364864707
many;sponging;;;sponging;-0.00921215582638979
many;spring;;;spring;0.0456917025148869
many;spring bouncing;;;bouncing;-0.00619119731709361
many;stairs;;;stairs;0.0395234785974026
many;stepping;;;stepping;-0.0460056141018868
many;steps, marching;;;steps;0.098854273557663
many;stop;;;stop;-0.106107316911221
many;stop that;;;stop;-0.106107316911221
many;strings;;;strings;0.0571787282824516
many;swamp noises;;;noises;0.0415972620248795
many;talk;;;talk;0.0149906659498811
many;talkative;;;talkative;0.0413027629256249
many;talking;;;talking;0.0183708183467388
many;tea pot;;;pot;0.0143482610583305
many;teep teep teep;;;teep;-0.0293685086071491
many;teepo teepo teepo;;;teepo;
many;teepoh;;;teepoh;
many;teepoh teepoh teepoh;;;teepoh;
many;telephone;;;telephone;0.0291914045810699
many;tent;;;tent;-0.00651705823838711
many;tepo tepo tepo;;;tepo;
many;testing;;;testing;0.0492794439196587
many;this one;;;one;0.325255125761032
many;tiny robot;;;robot;-0.0325431488454342
many;tip toe;;;toe;-0.00875259004533291
many;tipo;;;tipo;-0.0205082539469004
many;tipo play;;;play;0.0122344875708222
many;tipo tipo tipo;;;tipo;-0.0205082539469004
many;tipo...tipo...tipo;;;tipo;-0.0205082539469004
many;tipotipotipo;;;tipotipotipo;
many;tired;;;tired;0.0207542311400175
many;tito tito tito;;;tito;0.0345508307218552
many;totototo;;;totototo;
many;touching something;;;touching;-0.040081299841404
many;touching touchscreen;;;touchscreen;0.036160834133625
many;towel;;;towel;0.00273264851421118
many;trumpet;;;trumpet;0.0339568853378296
many;tune bass notes;;;notes;0.0638690143823624
many;twang;;;twang;-0.0551485233008862
many;type;;;type;0.0665028542280197
many;type on keyboard;;;type;0.0665028542280197
many;typing;;;typing;0.0317098051309586
many;typing computer;;;typing;0.0317098051309586
many;typo;;;typo;-0.0118521377444267
many;typo typo typo;;;typo;-0.0118521377444267
many;unhappy;;;unhappy;0.0650065168738365
many;vocal stimming;;;stimming;0.0585657693445683
many;voice;;;voice;0.0429049208760262
many;vow vow vow;;;vow;-0.0408609993755817
many;wah wah wah;;;wah;0.0700094699859619
many;wait;;;wait;-0.00512731680646539
many;waiting;;;waiting;0.039178840816021
many;walk;;;walk;0.00712149031460285
many;walking;;;walking;-0.00342351337894797
many;warning;;;warning;0.0175501480698586
many;watch out;;;watch;0.0304101072251797
many;water;;;water;0.0264905877411366
many;whatever;;;whatever;0.154114305973053
many;woman sound;;;sound;-0.018830593675375
many;word noises;;;noises;0.0415972620248795
many;work;;;work;0.142021536827087
many;yes;;;yes;0.174719154834747
many;;;;nan;0.0411427281796932
water;....;;;....;
water;Air bubbles;;;bubbles;0.368950188159943
water;Baby;;;baby;0.0438435859978199
water;Blblblbl;;;blblblbl;
water;Bloop;;;bloop;0.014859227463603
water;Boredom;;;boredom;-0.0110704163089395
water;Bubble;;;bubble;0.193090975284576
water;Bubbles;;;bubbles;0.368950188159943
water;Bubbling;;;bubbling;0.27653169631958
water;Chewing;;;chewing;-0.0194240603595972
water;Choking on water;;;choking;0.076511025428772
water;DON'T KNOW;;;don't;0.00955483037978411
water;Drain pipe;;;pipe;0.298302173614502
water;Driking;;;driking;
water;Drink;;;drink;0.415255457162857
water;Drinking;;;drinking;0.440030604600906
water;Drinking noises;;;noises;0.0728987157344818
water;Drinking or fish;;;drinking;0.440030604600906
water;Drinking water;;;water;1
water;Dripping;;;dripping;0.3521668612957
water;Droplet;;;droplet;0.331527173519135
water;Droplets;;;droplets;0.39942467212677
water;Dropping;;;dropping;0.106220878660679
water;Drops;;;drops;0.281525373458862
water;Drops of water;;;drops;0.281525373458862
water;Eat;;;eat;0.0898236110806465
water;Eating;;;eating;0.0571997836232185
water;Eww;;;eww;0.0305484384298325
water;Fish;;;fish;0.355244040489197
water;Fishing;;;fishing;0.287088602781296
water;Footsteps;;;footsteps;0.0084190908819437
water;GULP;;;gulp;0.289068907499313
water;Glug;;;glug;0.308504581451416
water;Gluh;;;gluh;
water;Go away;;;go;0.0792085975408554
water;Gu gu gu gu;;;gu;0.0730260014533997
water;Gulp;;;gulp;0.289068907499313
water;Gulp gulp gulp;;;gulp;0.289068907499313
water;Gulp, swallow;;;gulp;0.289068907499313
water;Gulping;;;gulping;0.302558392286301
water;Gulping down drink;;;gulping;0.302558392286301
water;Gulping something;;;gulping;0.302558392286301
water;Hiccups;;;hiccups;0.00597770418971777
water;Horse;;;horse;0.078014113008976
water;Horse hooves;;;hooves;0.00890676211565733
water;Imitating a beat;;;imitating;-0.0168529395014048
water;Just being idle;;;being;0.0691742449998856
water;Leaking;;;leaking;0.345385760068893
water;Licking;;;licking;0.042251493781805
water;Man playing;;;playing;0.0222950652241707
water;Many fish;;;fish;0.355244040489197
water;Men’s  plummm;;;men;0.0298715401440859
water;Mix. It;;;mix;0.087642714381218
water;Mixing;;;mixing;0.146241679787636
water;Mouth clap;;;clap;0.0179820638149977
water;Mouth sounds;;;sounds;0.0480296090245247
water;No sound;;;sound;0.0841290876269341
water;;;;nan;-0.0349221453070641
water;Not sure;;;sure;0.0286123640835285
water;Nothing;;;nothing;0.0196950435638428
water;Plc plc plc;;;plc;0.0446219705045223
water;Plop;;;plop;0.19802725315094
water;Plump lips;;;lips;0.0631774514913559
water;Plunger;;;plunger;0.212234556674957
water;Posing a question;;;posing;0.0242566149681807
water;Pouring a drink;;;pouring;0.325309902429581
water;Prlam;;;prlam;
water;Pumping;;;pumping;0.348150879144669
water;Quiet;;;quiet;0.0434432923793793
water;RUDE;;;rude;-0.0345994643867016
water;Rain;;;rain;0.36287248134613
water;SOUND;;;sound;0.0841290876269341
water;Saliva in mouth;;;saliva;0.173303380608559
water;Silence?;;;silence;0.0112662622705102
water;Sound;;;sound;0.0841290876269341
water;Sound of airplane;;;sound;0.0841290876269341
water;Splash of water;;;splash;0.379559129476547
water;Steps;;;steps;0.0341580808162689
water;Sticky;;;sticky;0.0313777960836887
water;Strange  sounds;;;strange;-0.01914007589221
water;Strange cosmic sound;;;sound;0.0841290876269341
water;Swallow;;;swallow;0.140493556857109
water;Swallowing;;;swallowing;0.167052611708641
water;Swalow;;;swalow;
water;Swim;;;swim;0.423511534929276
water;Swimming;;;swimming;0.419174164533615
water;Tap drip;;;drip;0.385730862617493
water;Tasting;;;tasting;0.0576497726142406
water;Thirsty;;;thirsty;0.34269967675209
water;Trotting through water;;;trotting;0.0167626701295376
water;WHISTLE;;;whistle;0.0862776190042496
water;Water;;;water;1
water;Water Drops;;;drops;0.281525373458862
water;Water drop;;;drop;0.16654135286808
water;Water droplets;;;droplets;0.39942467212677
water;Water droplets droping;;;droplets;0.39942467212677
water;Water drops;;;drops;0.281525373458862
water;Water sounds;;;sounds;0.0480296090245247
water;air bubbles;;;bubbles;0.368950188159943
water;also silent;;;silent;0.026281651109457
water;animal drinking water;;;water;1
water;animal on water;;;animal;0.124997787177563
water;animal walk;;;walk;0.0693325698375702
water;attention;;;attention;0.0818661600351334
water;babababa;;;babababa;
water;baby;;;baby;0.0438435859978199
water;bath;;;bath;0.347546875476837
water;beer;;;beer;0.255012184381485
water;big animal;;;animal;0.124997787177563
water;bird call;;;call;0.009237308986485
water;blow bubbles;;;bubbles;0.368950188159943
water;blowing into straw;;;blowing;0.0944796726107597
water;blu blu blu;;;blu;-0.0237194169312716
water;blup;;;blup;
water;blurps;;;blurps;
water;bored;;;bored;0.00884635746479034
water;bottle;;;bottle;0.329208225011826
water;bubble;;;bubble;0.193090975284576
water;bubbles;;;bubbles;0.368950188159943
water;bubbles popping;;;bubbles;0.368950188159943
water;bubbling;;;bubbling;0.27653169631958
water;cant hear anything;;;hear;0.0384666174650192
water;car sounds;;;sounds;0.0480296090245247
water;chew;;;chew;-0.0264247395098209
water;chipmuk;;;chipmuk;
water;chug;;;chug;0.232309058308601
water;chugging liquid;;;chugging;0.161898970603943
water;clicking;;;clicking;-0.0727947726845741
water;cooling;;;cooling;0.331016063690186
water;dipping;;;dipping;0.269121199846268
water;dog drinking water;;;water;1
water;dog licking water;;;licking;0.042251493781805
water;dog sip;;;sip;0.237271696329117
water;don't know;;;know;0.0330480374395847
water;drink;;;drink;0.415255457162857
water;drink water;;;drink;0.415255457162857
water;drink, thirsty;;;drink;0.415255457162857
water;drinking;;;drinking;0.440030604600906
water;drinking a bottle;;;drinking;0.440030604600906
water;drinking dog;;;dog;0.0786338374018669
water;drinking gulp;;;drinking;0.440030604600906
water;drinking sound;;;drinking;0.440030604600906
water;drinking water;;;water;1
water;drip;;;drip;0.385730862617493
water;drip noise;;;noise;0.0768922418355942
water;drip water;;;water;1
water;dripping;;;dripping;0.3521668612957
water;dripping water;;;water;1
water;drop;;;drop;0.16654135286808
water;drop drop;;;drop;0.16654135286808
water;drop drop drop;;;drop;0.16654135286808
water;drop noise;;;noise;0.0768922418355942
water;droplet;;;droplet;0.331527173519135
water;droplets;;;droplets;0.39942467212677
water;droplets falling;;;falling;0.137846440076828
water;droplets of water;;;droplets;0.39942467212677
water;drops;;;drops;0.281525373458862
water;drops of falling water;;;drops;0.281525373458862
water;drown;;;drown;0.411075741052628
water;drowning;;;drowning;0.397632211446762
water;eat;;;eat;0.0898236110806465
water;eating;;;eating;0.0571997836232185
water;electronic sound;;;sound;0.0841290876269341
water;empty;;;empty;0.107759155333042
water;faint bubbling;;;bubbling;0.27653169631958
water;faint tap;;;tap;0.318104326725006
water;faint water sound;;;water;1
water;fish;;;fish;0.355244040489197
water;fish in water;;;fish;0.355244040489197
water;fish underwater;;;underwater;0.432264000177383
water;flow;;;flow;0.378509730100632
water;fluid sound;;;sound;0.0841290876269341
water;footsteps;;;footsteps;0.0084190908819437
water;gallop;;;gallop;0.0174227822571993
water;galloping;;;galloping;0.00174636207520962
water;galopp on bubbles;;;galopp;
water;gargle;;;gargle;0.326286554336548
water;gloop;;;gloop;0.214493066072464
water;glub...glub;;;glub;0.53145968914032
water;go go;;;go;0.0792085975408554
water;go go go;;;go;0.0792085975408554
water;gogogo;;;gogogo;
water;goo goo goo (like imitation drinking noise);;;like;0.0804304853081703
water;goo-goo-goo-goo;;;goo;0.188513606786728
water;goup goup;;;goup;
water;greeting;;;greeting;-0.0252354200929403
water;gu gu gu;;;gu;0.0730260014533997
water;gu gu gu gu;;;gu;0.0730260014533997
water;gu..gu...gu;;;gu;0.0730260014533997
water;gugugu;;;gugugu;
water;gugugugu;;;gugugugu;
water;gugugugugug;;;gugugugugug;
water;guh guh guh guh;;;guh;0.0659398064017296
water;guhguhguh;;;guhguhguh;
water;gulp;;;gulp;0.289068907499313
water;gulp gulp;;;gulp;0.289068907499313
water;gulp gulp gulp;;;gulp;0.289068907499313
water;gulping;;;gulping;0.302558392286301
water;gulps;;;gulps;0.300194174051285
water;gurgling;;;gurgling;0.25648620724678
water;hand over mouth;;;hand;0.100990273058414
water;hello;;;hello;-0.0429312139749527
water;hens;;;hens;0.0231174062937498
water;hiccups;;;hiccups;0.00597770418971777
water;horse;;;horse;0.078014113008976
water;horse riding;;;riding;0.0360125154256821
water;horse running;;;running;0.151481077075005
water;hungry;;;hungry;0.088782362639904
water;hurry;;;hurry;0.0270866751670837
water;imitating;;;imitating;-0.0168529395014048
water;itowo;;;itowo;
water;jelly;;;jelly;0.0796934366226196
water;keep silent;;;keep;0.0857373028993607
water;kid;;;kid;0.0188966300338507
water;knock;;;knock;-0.0283612348139286
water;licking;;;licking;0.042251493781805
water;licking microphone;;;licking;0.042251493781805
water;lip smacking;;;smacking;0.00449359882622957
water;lips;;;lips;0.0631774514913559
water;liquid;;;liquid;0.449228197336197
water;low bubbly sound;;;sound;0.0841290876269341
water;man;;;man;0.0498881228268147
water;mouth noises;;;noises;0.0728987157344818
water;mouth's noise;;;mouth;0.146681308746338
